bridgeId,name,state,region,lga,assetOwner,assetClass,structureType,material,yearBuilt,spanLengthM,deckWidthM,totalLengthM,numberOfSpans,numberOfLanes,clearanceHeightM,latitude,longitude,postingStatus,condition,conditionRating,conditionScore,nhvrRouteAssessed,operationalStatus,criticality,inspectionDate,aadtVehicles,remarks,maintenanceAuthority,designLoad,nhvrRef,sourceRefURL
B00831,C'TOWN RD BRIDGE,NSW,Ingleburn,Western Parkland Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.29,-34.00299,150.83908,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: HUME HIGHWAY; Route No: HW2; Class: State Highway; Waterway: Hume Hwy S/B (2Nd Xing); Source: TfNSW Vertical Clearances Oct 2023,,,,
B11373,OVERBRIDGE,NSW,Kempsey,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-30.49872,152.97745,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PACIFIC HIGHWAY; Route No: HW10; Class: State Highway; Waterway: Pacific Hwy 10; Source: TfNSW Vertical Clearances Oct 2023,,,,
B08489,BARNEYS POINT BRG.,NSW,Banora Point,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-28.22589,153.55664,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: TWEED LGA; Route No: SR9999438; Class: State Road; Waterway: Tweed River; Source: TfNSW Vertical Clearances Oct 2023,,,,
B11370,OVERBRIDGE MARTELLS RD,NSW,Kempsey,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-30.52468,152.98424,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PACIFIC HIGHWAY; Route No: HW10; Class: State Highway; Waterway: Pacific Hwy 10; Source: TfNSW Vertical Clearances Oct 2023,,,,
B11366,OVERBDG BALLARDS RD,NSW,Kempsey,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-30.54514,153.00429,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PACIFIC HIGHWAY; Route No: HW10; Class: State Highway; Waterway: Pacific Hwy 10; Source: TfNSW Vertical Clearances Oct 2023,,,,
B00544,CARLINGFORD RAIL BR,NSW,Dundas,Central River Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-33.80296,151.0352,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: EASTWOOD-PARRAMATTA; Route No: SR574; Class: State Road; Waterway: Kissing Point Rd; Source: TfNSW Vertical Clearances Oct 2023,,,,
B11361,N/B BRIDGE ON SH10,NSW,Th Kempsey,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-30.61126,152.97722,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: OLD PACIFIC HWY-Valla to Raleigh; Route No: SR330010; Class: State Road; Waterway: Over Valla Road; Source: TfNSW Vertical Clearances Oct 2023,,,,
B11343,BRIDGE ON COOKS LANE,NSW,Port Macq.,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-30.90675,152.92166,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PACIFIC HIGHWAY; Route No: HW10; Class: State Highway; Waterway: Over Pacific Highway; Source: TfNSW Vertical Clearances Oct 2023,,,,
B11376,O/BDG SHORT CUT RD,NSW,Kempsey,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-30.47744,152.99606,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PACIFIC HIGHWAY; Route No: HW10; Class: State Highway; Waterway: Pacific Hwy 10; Source: TfNSW Vertical Clearances Oct 2023,,,,
B11317,BRIDGE OVER SH10,NSW,63.2 Km Of Port Macquarie,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-31.00974,152.86492,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PACIFIC HIGHWAY; Route No: HW10; Class: State Highway; Waterway: On Mill Lane; Source: TfNSW Vertical Clearances Oct 2023,,,,
B11363,EAST-WEST RD OVERBRIDGE,NSW,Kempsey,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-30.58675,152.99954,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PACIFIC HIGHWAY; Route No: HW10; Class: State Highway; Waterway: Over Pacific Highway; Source: TfNSW Vertical Clearances Oct 2023,,,,
B00612,DOUGLAS PARK RD BR.,NSW,Douglas Park,Southern Precint,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-34.19796,150.70741,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: HUME HIGHWAY; Route No: HW2; Class: State Highway; Waterway: On Douglas Park Rd; Source: TfNSW Vertical Clearances Oct 2023,,,,
B11463,E/B PSUTG BRIDGE,NSW,Est Of Newcastle,Hunter Precinct,TfNSW,BRIDGE,Prestressed Concrete Girder,Prestressed Concrete,,,,,,,5.3,-32.73878,151.5515,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: Unknown; Route No: LR; Class: Local Road; Waterway: Church St(7782) Maitland; Source: TfNSW Vertical Clearances Oct 2023,,,,
B00615,BRIDGE,NSW,Cawley Road,Southern Precint,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-34.15974,150.98229,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: SOUTHERN FREEWAY; Route No: NR6006; Class: National Highway; Waterway: Over F6; Source: TfNSW Vertical Clearances Oct 2023,,,,
B11522,STH INTERCHANGE BRIDGE WB,NSW,Orth Of Port Mac,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-31.39283,152.81127,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PACIFIC HIGHWAY; Route No: HW10; Class: State Highway; Waterway: Over Pacific Highway; Source: TfNSW Vertical Clearances Oct 2023,,,,
B11253,OVER BRIDGE HWY 10,NSW,Coffs,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-30.03282,153.18743,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PACIFIC HIGHWAY; Route No: HW10; Class: State Highway; Waterway: Kangaroo Trail Rd; Source: TfNSW Vertical Clearances Oct 2023,,,,
B11523,NTH INTERCHANGE BRIDGE EB,NSW,Orth Of Port Mac,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-31.39212,152.81097,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PACIFIC HIGHWAY; Route No: HW10; Class: State Highway; Waterway: Over Pacific Highway; Source: TfNSW Vertical Clearances Oct 2023,,,,
B11589,BRIDGE ON ROSEWOOD ROAD,NSW,Orth Of Kempsey,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-30.76409,152.90409,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PACIFIC HIGHWAY; Route No: HW10; Class: State Highway; Waterway: Over Pacific Highway; Source: TfNSW Vertical Clearances Oct 2023,,,,
B11591,BRIDGE ON ALBERT DRIVE,NSW,Orth Of Kempsey,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-30.75663,152.90625,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PACIFIC HIGHWAY; Route No: HW10; Class: State Highway; Waterway: Over Pacific Highway; Source: TfNSW Vertical Clearances Oct 2023,,,,
B11773,RAIL OVERBRIDGE,NSW,Grafton,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-29.6936,152.94116,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: SUMMERLAND WAY; Route No: SR83; Class: State Road; Waterway: Summerland Way Mr83; Source: TfNSW Vertical Clearances Oct 2023,,,,
B11847,BYRONS LANE OVERBRIDGE,NSW,Th Coffs Harbour,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-29.54787,153.17721,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PACIFIC HIGHWAY; Route No: HW10; Class: State Highway; Waterway: Pacific Highway Hw10; Source: TfNSW Vertical Clearances Oct 2023,,,,
B11992,WHYTES LANE OVERBRIDGE,NSW,Coffs Harbour,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-28.90233,153.4797,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PACIFIC HIGHWAY; Route No: HW10; Class: State Highway; Waterway: Sh10 Pacific Highway; Source: TfNSW Vertical Clearances Oct 2023,,,,
B08383,BR ON RIVER RD,NSW,Revesby,Eastern Habour Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-33.94087,151.01863,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: SOUTH WESTERN FREEWAY; Route No: NR6005; Class: National Highway; Waterway: Ov 6005 (M5); Source: TfNSW Vertical Clearances Oct 2023,,,,
B11403,S/B BRIDGE PAC HWY,NSW,Kempsey,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-30.61119,152.97752,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: OLD PACIFIC HWY-Valla to Raleigh; Route No: SR330010; Class: State Road; Waterway: Valla Road; Source: TfNSW Vertical Clearances Oct 2023,,,,
B11164,BRIDGE ON KUNDABUNG ROAD,NSW,Kundabung Rd. Interchange,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-31.20892,152.82319,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PACIFIC HIGHWAY; Route No: HW10; Class: State Highway; Waterway: Over Pacific Highway; Source: TfNSW Vertical Clearances Oct 2023,,,,
B10822,BRIDGE OVER HW10,NSW,Th Coff'S,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-30.061,153.1836,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PACIFIC HIGHWAY; Route No: HW10; Class: State Highway; Waterway: Hw10 Pacific Hwy; Source: TfNSW Vertical Clearances Oct 2023,,,,
B10825,BRIDGE OVER THE,NSW,Marulan,Southern Precint,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-34.73059,149.98135,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: HUME HIGHWAY; Route No: HW2; Class: State Highway; Waterway: Hume Highway; Source: TfNSW Vertical Clearances Oct 2023,,,,
B09135,TWEED VALLEY WAY,NSW,Th Ballina,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-28.2557,153.52878,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PACIFIC HIGHWAY; Route No: HW10; Class: State Highway; Waterway: Over Pacific H'Way; Source: TfNSW Vertical Clearances Oct 2023,,,,
B09209,RAILWAY  BRIDGE,NSW,Coffs Harbour,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-30.2832,153.1279,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PACIFIC HIGHWAY; Route No: HW10; Class: State Highway; Waterway: Over Sh10; Source: TfNSW Vertical Clearances Oct 2023,,,,
B00361,BR ON PENNANT H.RD-,NSW,"Mr309, N.Parramatta",Central River Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-33.79569,151.01381,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: JAMES RUSE DR (SOUTH); Route No: SR309; Class: State Road; Waterway: Sh13 Ov J.Ruse Dr-; Source: TfNSW Vertical Clearances Oct 2023,,,,
B09884,WALLGRVE RD OV M4EB,NSW,Eastern Creek,Central River Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-33.79647,150.85344,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: M7 WESTLINK; Route No: SR6009; Class: State Road; Waterway: Off To M7Sb On Ramp; Source: TfNSW Vertical Clearances Oct 2023,,,,
B10070,BRIDGE ON SH10,NSW,Brunswick By-Pass,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-28.52521,153.5321,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: BYRON LGA; Route No: SR9999062; Class: State Road; Waterway: Treatment Works Rd; Source: TfNSW Vertical Clearances Oct 2023,,,,
B10071,NB BRIDGE SH10,NSW,Brunswick By-Pass,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-28.51409,153.52865,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: BYRON LGA; Route No: SR9999062; Class: State Road; Waterway: Over C/Mon Senic Dv; Source: TfNSW Vertical Clearances Oct 2023,,,,
B10078,NB ONLOAD RAMP SH10,NSW,Billinudgel,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-28.492,153.52008,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PACIFIC HIGHWAY; Route No: HW10; Class: State Highway; Waterway: Over Pacific Hway; Source: TfNSW Vertical Clearances Oct 2023,,,,
B10161,BR ON NORWEST BOULE,NSW,Bella Vista,Central River Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-33.7412,150.9471,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: OLD TOONGABBIE-SEVEN HILLS; Route No: SR635; Class: State Road; Waterway: Old Windsor Rd; Source: TfNSW Vertical Clearances Oct 2023,,,,
B10216,BRIDGE OVER SH1 E/B,NSW,,Southern Precint,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-34.5887,150.84474,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PRINCES HIGHWAY; Route No: HW1; Class: State Highway; Waterway: At Flinders; Source: TfNSW Vertical Clearances Oct 2023,,,,
B10237,SHEAHAN BRIDGE,NSW,Gundagai,South West Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-35.06758,148.09539,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: Unknown; Route No: LR; Class: Local Road; Waterway: Murrumbidgee River; Source: TfNSW Vertical Clearances Oct 2023,,,,
B10305,BRIDGE ON SH10 N/B,NSW,Th Kempsey,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-30.40811,153.02723,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: COFFS HARBOUR LGA; Route No: SR9999110; Class: State Road; Waterway: Over Pine Creek Way; Source: TfNSW Vertical Clearances Oct 2023,,,,
B10311,BRG.  ARCHVILLE  RD,NSW,Th Kempsey,Northern Precinct,TfNSW,BRIDGE,Concrete Arch,Reinforced Concrete,,,,,,,5.3,-30.39125,153.03468,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PACIFIC HIGHWAY; Route No: HW10; Class: State Highway; Waterway: Over Pacific Hwy.; Source: TfNSW Vertical Clearances Oct 2023,,,,
B10332,BRIDGE W/BOUND SH11,NSW,Ast Of H10,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-31.45963,152.85777,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: HASTINGS LGA; Route No: SR9999196; Class: State Road; Waterway: John Oxley Drive; Source: TfNSW Vertical Clearances Oct 2023,,,,
B10333,BRIDGE E/BOUND H11,NSW,Ast H10,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-31.4596,152.85748,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: HASTINGS LGA; Route No: SR9999196; Class: State Road; Waterway: Old Oxley Highway; Source: TfNSW Vertical Clearances Oct 2023,,,,
B10580,N/B BRIDGE ON H10,NSW,Grafton,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-28.8619,153.51827,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: Unknown; Route No: LR; Class: Local Road; Waterway: Teven R Interchange; Source: TfNSW Vertical Clearances Oct 2023,,,,
B10581,S/B BRIDGE ON H10,NSW,Grafton,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-28.86201,153.51831,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: Unknown; Route No: LR; Class: Local Road; Waterway: Teven R Interchange; Source: TfNSW Vertical Clearances Oct 2023,,,,
B10595,NB BRIDGE ON SH10,NSW,Grafton,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-28.82677,153.5284,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: Unknown; Route No: LR; Class: Local Road; Waterway: Cumbalum Floodplain; Source: TfNSW Vertical Clearances Oct 2023,,,,
B10596,SB BRIDGE ON SH10,NSW,Grafton,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-28.82673,153.52867,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: Unknown; Route No: LR; Class: Local Road; Waterway: Cumbalum Floodplain; Source: TfNSW Vertical Clearances Oct 2023,,,,
B10609,BRIDGE - WARDELL RD,NSW,Alstonville Bypass,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-28.84728,153.43811,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: BRUXNER HIGHWAY; Route No: HW16; Class: State Highway; Waterway: Sh16 Bruxner Hway; Source: TfNSW Vertical Clearances Oct 2023,,,,
B10680,DAVID PULVER BRIDGE,NSW,Tarcutta,South West Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-35.26347,147.74537,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: HUME HIGHWAY; Route No: HW2; Class: State Highway; Waterway: Northern Interchang; Source: TfNSW Vertical Clearances Oct 2023,,,,
B10793,SOLITARY ISLANDS WAY,NSW,Th Coff'S,Northern Precinct,TfNSW,BRIDGE,Overpass Bridge,Reinforced Concrete,,,,,,,5.3,-30.22788,153.14699,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PACIFIC HIGHWAY; Route No: HW10; Class: State Highway; Waterway: Hw10 Pacific Hwy; Source: TfNSW Vertical Clearances Oct 2023,,,,
B10794,OVERPASS BRIDGE,NSW,Th Coff'S,Northern Precinct,TfNSW,BRIDGE,Overpass Bridge,Reinforced Concrete,,,,,,,5.3,-30.2036,153.1488,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PACIFIC HIGHWAY; Route No: HW10; Class: State Highway; Waterway: Hw10 Pacific Hwy; Source: TfNSW Vertical Clearances Oct 2023,,,,
B10802,OVERPASS BRIDGE,NSW,Th Coff'S,Northern Precinct,TfNSW,BRIDGE,Overpass Bridge,Reinforced Concrete,,,,,,,5.3,-30.17552,153.16722,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PACIFIC HIGHWAY; Route No: HW10; Class: State Highway; Waterway: Hw10 Pacific Hwy; Source: TfNSW Vertical Clearances Oct 2023,,,,
B10803,OVERPASS BRIDGE,NSW,Th Coff'S,Northern Precinct,TfNSW,BRIDGE,Overpass Bridge,Reinforced Concrete,,,,,,,5.3,-30.16704,153.17868,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PACIFIC HIGHWAY; Route No: HW10; Class: State Highway; Waterway: Hw10 Pacific Hwy; Source: TfNSW Vertical Clearances Oct 2023,,,,
B08542,BRIDGE,NSW,Boorooma St Wagga,South West Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-35.07853,147.3572,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: OLYMPIC HIGHWAY; Route No: HW78; Class: State Highway; Waterway: Mr78 (Olympic Hwy); Source: TfNSW Vertical Clearances Oct 2023,,,,
B10814,OVERPASS BRIDGE,NSW,Th Coff'S,Northern Precinct,TfNSW,BRIDGE,Overpass Bridge,Reinforced Concrete,,,,,,,5.3,-30.1159,153.1741,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PACIFIC HIGHWAY; Route No: HW10; Class: State Highway; Waterway: Hw10 Pacific Hwy; Source: TfNSW Vertical Clearances Oct 2023,,,,
B10953,BRIDGE ON HW10 NB,NSW,Grafton,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-28.7354,153.53298,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: Unknown; Route No: LR; Class: Local Road; Waterway: Minor Ck. & Alcorn Road; Source: TfNSW Vertical Clearances Oct 2023,,,,
B10076,N/B OFFLOAD RAMP,NSW,Billinudgel,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-28.49343,153.5206,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PACIFIC HIGHWAY; Route No: HW10; Class: State Highway; Waterway: Over Pacific Hway; Source: TfNSW Vertical Clearances Oct 2023,,,,
B01346,SOUTHSIDE RAIL BRIDGE,NSW,M/Land,Hunter Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-32.26625,150.88824,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: NEW ENGLAND HIGHWAY; Route No: HW9; Class: State Highway; Waterway: New England Hwy-Hw9; Source: TfNSW Vertical Clearances Oct 2023,,,,
B00619,BRIDGE ON F.6 S/B,NSW,Stanwell Tops,Southern Precint,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-34.20462,150.96471,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: LAWRENCE HARGRAVE DR; Route No: SR185; Class: State Road; Waterway: Over Sh1; Source: TfNSW Vertical Clearances Oct 2023,,,,
B00910,BRIDGES OVER MR295,NSW,Bluescope Near Cringilla,Southern Precint,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-34.46588,150.87525,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PORT KEMBLA-UNANDERRA; Route No: SR295; Class: State Road; Waterway: Twin Railway Bridges; Source: TfNSW Vertical Clearances Oct 2023,,,,
B08116,BR ON S/B UNLOADING,NSW,North Goulburn,Southern Precint,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-34.74251,149.77241,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: Unknown; Route No: LR; Class: Local Road; Waterway: Ramp Over Sh2 At; Source: TfNSW Vertical Clearances Oct 2023,,,,
B07951,BRIDGE ON SH2 - N/B OVER,NSW,Outh Of Sydney,Southern Precint,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-34.49728,150.3105,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: Unknown; Route No: LR; Class: Local Road; Waterway: Mr372 - Medway Road; Source: TfNSW Vertical Clearances Oct 2023,,,,
B00771,BRIDGE ON CHURCH,NSW,Alpine,Southern Precint,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-34.40494,150.50678,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: HUME HIGHWAY; Route No: HW2; Class: State Highway; Waterway: Avenue Over Sh2; Source: TfNSW Vertical Clearances Oct 2023,,,,
B07950,BRIDGE ON SH2 - S/B OVER,NSW,Outh Of Sydney,Southern Precint,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-34.49737,150.311,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: Unknown; Route No: LR; Class: Local Road; Waterway: Mr372 - Medway Road; Source: TfNSW Vertical Clearances Oct 2023,,,,
B08038,BRIDGE ON M4,NSW,Prospect,Central River Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-33.80291,150.89598,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,"Road: RESERVOIR RD, BALMORAL ST, THIRD AV, BLACKTOWN; Route No: SR683; Class: State Road; Waterway: Reservoir Rd; Source: TfNSW Vertical Clearances Oct 2023",,,,
B00626,RESERVE STREET BRIDGE,NSW,West Wollongong,Southern Precint,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-34.42026,150.87256,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: SOUTHERN FREEWAY; Route No: NR6006; Class: National Highway; Waterway: Reserve Street; Source: TfNSW Vertical Clearances Oct 2023,,,,
B08111,S/B BRIDGE OVER,NSW,(Mr79) At Goulburn,Southern Precint,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-34.77593,149.71024,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: DOUGHBOY-GOULBURN; Route No: SR79; Class: State Road; Waterway: Braidwood Rd; Source: TfNSW Vertical Clearances Oct 2023,,,,
B00859,MT KEIRA RD BRIDGE,NSW,West Wollongong,Southern Precint,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-34.42422,150.86869,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: SOUTHERN FREEWAY; Route No: NR6006; Class: National Highway; Waterway: F6 - Mt Keira Rd; Source: TfNSW Vertical Clearances Oct 2023,,,,
B08110,N/B BRIDGE OVER,NSW,(Mr79) At Goulburn,Southern Precint,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-34.77571,149.71061,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: DOUGHBOY-GOULBURN; Route No: SR79; Class: State Road; Waterway: Braidwood Road; Source: TfNSW Vertical Clearances Oct 2023,,,,
B00953,THE AVENUE BRIDGE,NSW,Mt.St.Thomas,Southern Precint,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-34.43857,150.86629,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: SOUTHERN FREEWAY; Route No: NR6006; Class: National Highway; Waterway: Over F.6; Source: TfNSW Vertical Clearances Oct 2023,,,,
B02767,GRAVESEND BRIDGE,NSW,Warialda,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-29.58153,150.36657,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: GWYDIR HIGHWAY; Route No: HW12; Class: State Highway; Waterway: Gwydir River; Source: TfNSW Vertical Clearances Oct 2023,,,,
B01839,PPLNK BRIDGE  SH10,NSW,Telegraph Point,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-31.3179,152.80497,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: HASTINGS LGA; Route No: SR9999196; Class: State Road; Waterway: Over Access Road; Source: TfNSW Vertical Clearances Oct 2023,,,,
B03665,MANILLA RIVER BRIDGE,NSW,Th Barraba,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-30.3725,150.60932,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: TAMWORTH-YETMAN; Route No: SR63; Class: State Road; Waterway: Ov Manilla River; Source: TfNSW Vertical Clearances Oct 2023,,,,
B02361,RAILWAY 0VERBRIDGE,NSW,Th Kyogle,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.3,-28.61596,153.00069,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: SUMMERLAND WAY; Route No: SR83; Class: State Road; Waterway: Over S.R.83; Source: TfNSW Vertical Clearances Oct 2023,,,,
