bridgeId,name,region,state,lga,roadRoute,routeNumber,assetOwner,maintenanceAuthority,condition,conditionRating,postingStatus,structureType,material,clearanceHeightM,spanLengthM,totalLengthM,widthM,numberOfSpans,numberOfLanes,latitude,longitude,inspectionDate,yearBuilt,designLoad,nhvrRouteAssessed,gazetteRef,nhvrRef,aadtVehicles,freightRoute,overMassRoute,highPriorityAsset,floodImpacted,scourRisk,sourceRefURL,openDataRef,remarks
NSW-VC-08724,Roundabout Bridge 2,Illawarra,NSW,Illawarra / Shoalhaven,,1,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.7,,,,,,-34.57385,150.82117,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BRIDGE NO. 2 OVER SH1 AT OAK FLATS at INTERCHANGE; SOUTH REGION / SOUTHERN PRECINT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-08725,Roundabout Bridge 3,Illawarra,NSW,Illawarra / Shoalhaven,,1,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.7,,,,,,-34.57372,150.82258,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BRIDGE NO. 3 OVER SH1 AT OAK FLATS at INTCHANGE; SOUTH REGION / SOUTHERN PRECINT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-08763,Extended Air/Tunnel G Holmes Drive at Mascot,Eastern Sydney,NSW,Eastern Harbour City,,194,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,4.52,,,,,,-33.946,151.17862,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,EXTENDED AIR/TUNNEL G HOLMES DRIVE at MASCOT; SYDNEY REGION / EASTERN HABOUR ZONE; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-08779,S/B Pplnk Vicduct Bridge Flood Channel at 8.22 K N Of Taree,Hunter Valley,NSW,Hunter,,9999426,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,2.51,,,,,,-31.9219,152.51055,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,S/B PPLNK VICDUCT BRIDGE FLOOD CHANNEL at 8.22 K N OF TAREE; NORTH REGION / HUNTER PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-08780,Ella Simon Bridge,Hunter Valley,NSW,Hunter,,9999426,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.24,,,,,,-31.91443,152.51243,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,S/B PILBG BRIDGE MANNING RIVER STH CHANNEL at 8.56 K N OF TAREE; NORTH REGION / HUNTER PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-08782,Henry Hawkeye Edwards,Hunter Valley,NSW,Hunter,,9999426,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,4.91,,,,,,-31.90809,152.51776,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,S/B  PILBG  BRIDGE MANNING RIVER NTH CHANNEL at 10.04 K N OF TAREE; NORTH REGION / HUNTER PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-08790,John Rand'S Bridge,Northern NSW,NSW,Northern NSW,,10,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,6.0,,,,,,-30.336,153.0797,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,SAWTELL RD.BRIDGE OVER PACIFIC HWAY at BOAMBEE; NORTH REGION / NORTHERN PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-08791,Lyons Rd.Bridge,Northern NSW,NSW,Northern NSW,,10,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,6.6,,,,,,-30.3547,153.0633,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BRIDGE ON LYONS RD. OVER PACIFIC HWAY at BOAMBEE; NORTH REGION / NORTHERN PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-08799,Bridge On Sr 200 Ov Sh2 at Strathfield,Western Sydney,NSW,Central River City,,2,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.63,,,,,,-33.88551,151.0693,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BRIDGE ON SR 200 OV SH2 at STRATHFIELD; SYDNEY REGION / CENTRAL RIVER ZONE; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-08799-1,Bridge On Sr 200 Ov Sh2 at Strathfield,Western Sydney,NSW,Central River City,,200,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,6.37,,,,,,-33.88551,151.0693,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BRIDGE ON SR 200 OV SH2 at STRATHFIELD; SYDNEY REGION / CENTRAL RIVER ZONE; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-08832,Br On Langdon Rd M2 at Baulkham Hills,Western Sydney,NSW,Central River City,,6002,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.35,,,,,,-33.77108,150.96832,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BR ON LANGDON RD M2 at BAULKHAM HILLS; SYDNEY REGION / CENTRAL RIVER ZONE; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-08833,Gooden Res Pedo,Western Sydney,NSW,Central River City,,6002,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.19,,,,,,-33.77265,150.9737,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,PEDO AT ROMULUS ST M2 at BAULKHAM HILLS; SYDNEY REGION / CENTRAL RIVER ZONE; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-08834,Pedo At Ixion St M2 at Baulkham Hills,Western Sydney,NSW,Central River City,,6002,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.33,,,,,,-33.77229,150.97916,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,PEDO AT IXION ST M2 at BAULKHAM HILLS; SYDNEY REGION / CENTRAL RIVER ZONE; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-08836,Br On Cropley Dr M2 at Baulkham Hills,Western Sydney,NSW,Central River City,,6002,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.36,,,,,,-33.77101,150.98585,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BR ON CROPLEY DR M2 at BAULKHAM HILLS; SYDNEY REGION / CENTRAL RIVER ZONE; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-08837,Br On Watkins Rd M2 at Baulkham Hills,Western Sydney,NSW,Central River City,,6002,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.28,,,,,,-33.76941,150.99208,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BR ON WATKINS RD M2 at BAULKHAM HILLS; SYDNEY REGION / CENTRAL RIVER ZONE; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-08839,Br On Windsor Rd M2 at Baulkham Hills,Western Sydney,NSW,Central River City,,6002,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.4,,,,,,-33.76794,150.99857,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BR ON WINDSOR RD M2 at BAULKHAM HILLS; SYDNEY REGION / CENTRAL RIVER ZONE; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-08842,Br On Barclay Rd M2 at North Rocks,Western Sydney,NSW,Central River City,,6002,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,6.9,,,,,,-33.76443,151.01455,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BR ON BARCLAY RD M2 at NORTH ROCKS; SYDNEY REGION / CENTRAL RIVER ZONE; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-08849,Br On Sh 13 M2 at West Pennant Hills,Western Sydney,NSW,Central River City,,6002,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.31,,,,,,-33.75892,151.04899,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BR ON SH 13 M2 at WEST PENNANT HILLS; SYDNEY REGION / CENTRAL RIVER ZONE; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-08852,Br On Murray F Rd M2 at Beecroft,Western Sydney,NSW,Central River City,,6002,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.55,,,,,,-33.7589,151.06601,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BR ON MURRAY F RD M2 at BEECROFT; SYDNEY REGION / CENTRAL RIVER ZONE; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-08854,Pedo Br M2 at Kent St Epping,Western Sydney,NSW,Central River City,,6002,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.4,,,,,,-33.76202,151.07266,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,PEDO BR M2 at KENT ST EPPING; SYDNEY REGION / CENTRAL RIVER ZONE; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-08857,Br On Beecroft Rd M2 at Cheltenham,Western Sydney,NSW,Central River City,,6002,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.16,,,,,,-33.76315,151.07966,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BR ON BEECROFT RD M2 at CHELTENHAM; SYDNEY REGION / CENTRAL RIVER ZONE; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-08858,Northern Railawy Br M2 at Cheltenham,Western Sydney,NSW,Central River City,,6002,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.24,,,,,,-33.76402,151.08289,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,NORTHERN RAILAWY BR M2 at CHELTENHAM; SYDNEY REGION / CENTRAL RIVER ZONE; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-08859,Northern Railawy Br M2 Bus Ramp at Cheltenham,Western Sydney,NSW,Central River City,,6002,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,4.35,,,,,,-33.76664,151.0822,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,NORTHERN RAILAWY BR M2 BUS RAMP at CHELTENHAM; SYDNEY REGION / CENTRAL RIVER ZONE; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-08861,"Tunnel ( W/B) M2 at Norfolk R, N Epping",Western Sydney,NSW,Central River City,,6002,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,4.99,,,,,,-33.76429,151.09078,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,"TUNNEL ( W/B) M2 at NORFOLK R, N EPPING; SYDNEY REGION / CENTRAL RIVER ZONE; Source: TfNSW State Roads Vertical Clearances Oct 2023"
NSW-VC-08862,"Tunnel (E/B) M2 at Norfolkr, N Epping",Western Sydney,NSW,Central River City,,6002,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,4.91,,,,,,-33.7641,151.09079,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,"TUNNEL (E/B) M2 at NORFOLKR, N EPPING; SYDNEY REGION / CENTRAL RIVER ZONE; Source: TfNSW State Roads Vertical Clearances Oct 2023"
NSW-VC-08868,Br On Culloden Rd M2 at Macquarie Park,Eastern Sydney,NSW,Eastern Harbour City,,6002,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.01,,,,,,-33.76688,151.11331,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BR ON CULLODEN RD M2 at MACQUARIE PARK; SYDNEY REGION / EASTERN HABOUR ZONE; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-08870,Br On Christie Rd M2 at Macquarie Park,Eastern Sydney,NSW,Eastern Harbour City,,6002,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,6.4,,,,,,-33.77252,151.11915,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BR ON CHRISTIE RD M2 at MACQUARIE PARK; SYDNEY REGION / EASTERN HABOUR ZONE; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-08874,Br On Lane Cove Rd M2 at Macquarie Park,Eastern Sydney,NSW,Eastern Harbour City,,6002,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.23,,,,,,-33.78133,151.13267,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BR ON LANE COVE RD M2 at MACQUARIE PARK; SYDNEY REGION / EASTERN HABOUR ZONE; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-08876,Br On Delhi Rd M2 at Macquarie Park,Eastern Sydney,NSW,Eastern Harbour City,,6002,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,7.9,,,,,,-33.79409,151.13607,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BR ON DELHI RD M2 at MACQUARIE PARK; SYDNEY REGION / EASTERN HABOUR ZONE; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-08877,Br On Epping Rd(E/B M2 at North Ryde,Eastern Sydney,NSW,Eastern Harbour City,,6002,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.42,,,,,,-33.79689,151.13777,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BR ON EPPING RD(E/B M2 at NORTH RYDE; SYDNEY REGION / EASTERN HABOUR ZONE; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-08879,Squires Hill Road,Hunter Valley,NSW,Hunter,,9999410,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,4.87,,,,,,-32.38478,152.26146,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,1/19.0/6.0 CARCH TUNNEL SQUIRES HILL ROAD at 103.6 K N NEWCASTLE; NORTH REGION / HUNTER PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-08884,Stoney Creek Rd,Hunter Valley,NSW,Hunter,,9999410,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.75,,,,,,-32.37316,152.29141,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,1/19.0/6.0 CARCH TUNNEL SH10 OVR LOCAL ROAD at 106.8 K N NEWCASTLE; NORTH REGION / HUNTER PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-08885,Newmans Road,Hunter Valley,NSW,Hunter,,9999410,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,4.97,,,,,,-32.35444,152.31092,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,1/19.0/6.0 CARCH TUNNEL NEWMANS ROAD at 109.6 K N NEWCASTLE; NORTH REGION / HUNTER PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-08887,Wrights Bridge,Hunter Valley,NSW,Hunter,,10,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,12.04,,,,,,-32.31975,152.33878,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,PSUTG  BRIDGE PACIFIC HWY - HWY 10 at 114.4 K N NEWCASTLE; NORTH REGION / HUNTER PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-08888,Muxlows Bridge,Hunter Valley,NSW,Hunter,,10,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.29,,,,,,-32.30131,152.34614,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,PSUTG  BRIDGE PACIFIC HWY - HW10 at 116.6 K N NEWCASTLE; NORTH REGION / HUNTER PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-08890,Coolongolook River,Hunter Valley,NSW,Hunter,,9999410,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,4.93,,,,,,-32.27365,152.32853,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,N/B TWIN PLANK BRIDGE COOLONGOLOOK RIVER at 120.1 K N NEWCASTLE; NORTH REGION / HUNTER PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-08891,Coolongongook River,Hunter Valley,NSW,Hunter,,9999410,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,4.97,,,,,,-32.27335,152.32877,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,S/B PPLNK  BRIDGE COOLONGOLOOK RIVER at 120.2KM  NTH NEWCASTLE; NORTH REGION / HUNTER PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-08896,Hutchinsons Bridge,Northern NSW,NSW,Northern NSW,,9,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,4.9,,,,,,-30.50234,151.64794,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,QUEEN ELIZABETH DV. OVER N/ENGLND HWAY at ARMIDALE; NORTH REGION / NORTHERN PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-08899,Bus Ramp M2(W/B) & Off Load at Cheltenham,Western Sydney,NSW,Central River City,,6002,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.55,,,,,,-33.76409,151.08227,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BUS RAMP M2(W/B) & OFF LOAD at CHELTENHAM; SYDNEY REGION / CENTRAL RIVER ZONE; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-08915,Br On Victoria Rd Devlin Street at Ryde,Western Sydney,NSW,Central River City,,200,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.34,,,,,,-33.8159,151.10316,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BR ON VICTORIA RD DEVLIN STREET at RYDE; SYDNEY REGION / CENTRAL RIVER ZONE; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-08927,Ped Br Near Hampden Ave Military Rd at Cremorne,Eastern Sydney,NSW,Eastern Harbour City,,164,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.32,,,,,,-33.8308,151.22516,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,PED BR NEAR HAMPDEN AVE MILITARY RD at CREMORNE; SYDNEY REGION / EASTERN HABOUR ZONE; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-08941,Cross Street,South West NSW,NSW,South West NSW,,2,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.73,,,,,,-35.08295,148.09287,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,INTERCHANGE BRIDGE OVER HW2 HUME at STH GUNDAGAI; SOUTH REGION / SOUTH WEST PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-08943,Alex Macdonald Bridge,Western Sydney,NSW,Western Parkland City,,5,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.29,,,,,,-33.70402,150.584,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,PEDESTRIAN BRIDGE GREAT WESTERN HWY at VALLEY HEIGHTS; SYDNEY REGION / WESTERN PARKLAND ZONE; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-08955,Myocum Road Bridge,Northern NSW,NSW,Northern NSW,,10,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.6,,,,,,-28.6361,153.5493,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BRIDGE ON RR545 PACIFIC HIGHWAY at EWINGSDALE INTERCH.; NORTH REGION / NORTHERN PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-09001,Cslab - Pedro Bridge Hw23 At Lake Street at 1.47K N Charlestown,Hunter Valley,NSW,Hunter,,23,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.65,,,,,,-32.9897,151.68736,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,CSLAB - PEDRO BRIDGE HW23 AT LAKE STREET at 1.47K N CHARLESTOWN; NORTH REGION / HUNTER PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-09003,Myall Road,Hunter Valley,NSW,Hunter,,23,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.21,,,,,,-32.94845,151.68497,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,PTROG BRIDGE SH23 - MYALL RD at 6.50K N CHARLESTOWN; NORTH REGION / HUNTER PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-09007,Br On K Georges Rd M5 at Beverly Hills,Eastern Sydney,NSW,Eastern Harbour City,,6005,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.02,,,,,,-33.94331,151.07708,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BR ON K GEORGES RD M5 at BEVERLY HILLS; SYDNEY REGION / EASTERN HABOUR ZONE; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-09008,Br On Cooloongatta M5 at Beverly Hills,Eastern Sydney,NSW,Eastern Harbour City,,6005,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.22,,,,,,-33.94215,151.08027,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BR ON COOLOONGATTA M5 at BEVERLY HILLS; SYDNEY REGION / EASTERN HABOUR ZONE; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-09013,Pedestrian Br Sr 650 at Charles St Lilyfied,Eastern Sydney,NSW,Eastern Harbour City,,650,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.28,,,,,,-33.87477,151.15214,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,PEDESTRIAN BR SR 650 at CHARLES ST LILYFIED; SYDNEY REGION / EASTERN HABOUR ZONE; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-09044,Bridge On M5(E/B) General Holmes Dr at Kyeemagh,Eastern Sydney,NSW,Eastern Harbour City,,194,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.05,,,,,,-33.94629,151.17003,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BRIDGE ON M5(E/B) GENERAL HOLMES DR at KYEEMAGH; SYDNEY REGION / EASTERN HABOUR ZONE; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-09045,Bridge On M5(W/B) General Holmes Dr at Kyeemagh,Eastern Sydney,NSW,Eastern Harbour City,,194,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.2,,,,,,-33.94648,151.17011,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BRIDGE ON M5(W/B) GENERAL HOLMES DR at KYEEMAGH; SYDNEY REGION / EASTERN HABOUR ZONE; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-09050,Bridge On Sh10 Arthur Street at 1.98Km N Coff Harb,Northern NSW,NSW,Northern NSW,,9999110,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,4.6,,,,,,-30.2806,153.1308,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BRIDGE ON SH10 ARTHUR STREET at 1.98KM N COFF HARB; NORTH REGION / NORTHERN PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-09052,Centenary Br,Western Sydney,NSW,Western Parkland City,,5,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.42,,,,,,-33.69649,150.53467,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,PEDESTRIAN BR SH5 at FAULCONBRIDGE; SYDNEY REGION / WESTERN PARKLAND ZONE; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-09061,Bridge Over Sh10 Brunswick South I/C at 40.79Km Nth Ballina,Northern NSW,NSW,Northern NSW,,10,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.4,,,,,,-28.55853,153.5417,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BRIDGE OVER SH10 BRUNSWICK SOUTH I/C at 40.79KM NTH BALLINA; NORTH REGION / NORTHERN PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
