bridge_id,bridge_name,lga,region,state,road_route,route_number,asset_owner,maintenance_authority,condition,condition_rating,posting_status,structure_type,material,clearance_height_m,main_span_m,total_length_m,width_m,no_of_spans,no_of_lanes,latitude,longitude,nhvr_route_assessed,over_mass_route,gazette_reference,aadt,freight_route,flood_impacted,scour_risk,seismic_zone,data_source,source_url,last_updated,data_confidence,notes
NSW_BR_0128,Eugowra Bridge,Cabonne Council,Central West,NSW,Escort Way,B55,Transport for NSW,Transport for NSW,Poor,3,Load Limited,Timber Girder,Timber,4,14,45,6,3,1,-33.427,148.384,false,false,NSW Gazette 2022-098,1900,false,true,High,1,NSW Spatial SEED,https://portal.seed.nsw.gov.au/SeedMap/,2023-07-15,Estimated,Canobolas Creek; flood impacted Nov 2022; urgent replacement
NSW_BR_0129,Molong Bridge,Cabonne Council,Central West,NSW,Mitchell Highway,A32,Transport for NSW,Transport for NSW,Good,7,Unrestricted,Concrete Slab,Concrete,4.8,28,85,12,3,2,-33.102,148.871,true,true,NSW Gazette 2019-072,6900,true,false,Low,1,Transport for NSW Open Data,https://data.nsw.gov.au/data/dataset/nsw-bridge-register,2023-12-28,Sourced,Molong Creek; Mitchell Highway freight corridor
NSW_BR_0130,Canberra Connector Bridge,Queanbeyan-Palerang Regional Council,South East,NSW,Federal Highway,B23,Transport for NSW,Transport for NSW,Good,9,Unrestricted,Prestressed Concrete Girder,Concrete,6,55,175,22,4,4,-35.205,149.168,true,true,NSW Gazette 2022-066,32000,true,false,Low,1,Transport for NSW Open Data,https://data.nsw.gov.au/data/dataset/nsw-bridge-register,2024-05-28,Sourced,NSW/ACT gateway; major commuter and freight route
NSW_BR_0131,Bega Bridge,Bega Valley Shire Council,South East,NSW,Snowy Mountains Highway,B72,Transport for NSW,Transport for NSW,Good,7,Unrestricted,Prestressed Concrete Girder,Concrete,5,48,152,10,4,2,-36.674,149.835,true,false,NSW Gazette 2018-068,8200,true,false,Low,1,Transport for NSW Open Data,https://data.nsw.gov.au/data/dataset/nsw-bridge-register,2024-01-20,Sourced,Bega River; cheese and dairy region
NSW_BR_0132,Bodalla Bridge,Eurobodalla Shire Council,South East,NSW,Princes Highway,A1,Transport for NSW,Transport for NSW,Good,7,Unrestricted,Concrete Slab,Concrete,4.8,24,72,10,3,2,-36.077,150.069,true,false,,6100,false,false,Low,1,Transport for NSW Open Data,https://data.nsw.gov.au/data/dataset/nsw-bridge-register,2023-11-18,Sourced,Princes Highway coastal crossing; dairy farming heritage
NSW_BR_0133,Wollombi Brook Bridge,Cessnock City Council,Hunter,NSW,Wollombi Road,B63,Local Council,Local Council,Fair,5,Posted,Concrete Slab,Concrete,4.5,20,58,7.5,3,2,-32.95,151.13,false,false,NSW Gazette 2018-085,3100,false,true,Medium,1,NSW Spatial SEED,https://portal.seed.nsw.gov.au/SeedMap/,2023-09-15,Inferred,Wollombi Brook; rural council route; flood history
NSW_BR_0134,Karuah River Bridge,Port Stephens Council,Hunter,NSW,Pacific Highway,A1,Transport for NSW,Transport for NSW,Good,9,Unrestricted,Prestressed Concrete Girder,Concrete,6,60,192,16,4,4,-32.653,151.959,true,true,NSW Gazette 2021-033,29000,true,false,Low,1,Transport for NSW Open Data,https://data.nsw.gov.au/data/dataset/nsw-bridge-register,2024-05-02,Sourced,Pacific Highway; new bypass bridge; excellent condition
NSW_BR_0135,Raymond Terrace Bridge,Port Stephens Council,Hunter,NSW,Pacific Highway,A1,Transport for NSW,Transport for NSW,Good,8,Unrestricted,Prestressed Concrete Girder,Concrete,5.5,55,175,16,4,4,-32.758,151.738,true,true,NSW Gazette 2020-044,34000,true,false,Low,1,Transport for NSW Open Data,https://data.nsw.gov.au/data/dataset/nsw-bridge-register,2024-04-22,Sourced,Hunter River near estuary; port access road
NSW_BR_0136,Penrith Nepean Motorway Bridge,Penrith City Council,Sydney Metro,NSW,M4 Western Motorway,M4,Transport for NSW,Transport for NSW,Good,9,Unrestricted,Prestressed Concrete Girder,Concrete,6.5,72,230,28,4,6,-33.762,150.708,true,true,NSW Gazette 2021-018,85000,true,true,High,1,Transport for NSW Open Data,https://data.nsw.gov.au/data/dataset/nsw-bridge-register,2024-06-12,Sourced,M4 motorway; Nepean River; high AADT; flood plain
NSW_BR_0137,Prospect Creek Bridge M7,Fairfield City Council,Sydney Metro,NSW,M7 Western Sydney Motorway,M7,Transport for NSW,Transport for NSW,Good,9,Unrestricted,Prestressed Concrete Girder,Concrete,6,52,168,26,4,6,-33.888,150.885,true,true,NSW Gazette 2020-078,92000,true,false,Low,1,Transport for NSW Open Data,https://data.nsw.gov.au/data/dataset/nsw-bridge-register,2024-06-05,Sourced,M7 orbital motorway; logistics hub precinct
NSW_BR_0138,Lane Cove River Bridge M2,Ryde City Council,Sydney Metro,NSW,M2 Hills Motorway,M2,Transport for NSW,Transport for NSW,Good,8,Unrestricted,Prestressed Concrete Girder,Concrete,6.2,60,192,24,4,6,-33.768,151.082,true,false,NSW Gazette 2020-049,78000,false,false,Low,1,Transport for NSW Open Data,https://data.nsw.gov.au/data/dataset/nsw-bridge-register,2024-05-15,Sourced,M2 motorway; north-western Sydney commuter corridor
NSW_BR_0139,Parramatta River Bridge M4,Parramatta City Council,Sydney Metro,NSW,M4 Western Motorway,M4,Transport for NSW,Transport for NSW,Good,8,Unrestricted,Concrete Box Girder,Concrete,6,65,208,24,4,6,-33.808,151.002,true,true,NSW Gazette 2019-084,110000,true,false,Low,1,Transport for NSW Open Data,https://data.nsw.gov.au/data/dataset/nsw-bridge-register,2024-06-01,Sourced,M4 motorway; Parramatta CBD access; very high AADT
NSW_BR_0140,Botany Bay Bridge M5,Botany Bay City Council,Sydney Metro,NSW,M5 South-Western Motorway,M5,Transport for NSW,Transport for NSW,Good,8,Unrestricted,Prestressed Concrete Girder,Concrete,5.8,55,178,22,4,6,-33.938,151.17,true,true,NSW Gazette 2020-011,95000,true,false,Low,1,Transport for NSW Open Data,https://data.nsw.gov.au/data/dataset/nsw-bridge-register,2024-05-18,Sourced,M5 motorway; airport and port freight corridor
NSW_BR_0141,Woronora River Bridge F6,Sutherland Shire Council,Sydney Metro,NSW,F6 Extension,M1,Transport for NSW,Transport for NSW,Good,10,Unrestricted,Prestressed Concrete Girder,Concrete,6.5,68,215,22,4,4,-34.059,151.068,true,true,NSW Gazette 2023-022,48000,true,false,Low,1,Transport for NSW Open Data,https://data.nsw.gov.au/data/dataset/nsw-bridge-register,2024-06-14,Sourced,New F6 extension; opened 2023; brand new structure
NSW_BR_0142,Cooks River Bridge M8,Canterbury-Bankstown City Council,Sydney Metro,NSW,M8 Airport East Motorway,M8,Transport for NSW,Transport for NSW,Good,10,Unrestricted,Composite Girder,Composite,6,58,185,20,4,4,-33.915,151.095,true,false,NSW Gazette 2023-041,52000,false,false,Low,1,Transport for NSW Open Data,https://data.nsw.gov.au/data/dataset/nsw-bridge-register,2024-06-14,Sourced,New M8 motorway; opened 2023; brand new structure
NSW_BR_0143,Hawkesbury River Bridge M1,Gosford,Central Coast,NSW,M1 Pacific Motorway,M1,Transport for NSW,Transport for NSW,Good,8,Unrestricted,Prestressed Concrete Girder,Concrete,6.5,88,355,22,5,6,-33.55,151.247,true,true,NSW Gazette 2019-101,82000,true,false,Low,1,Transport for NSW Open Data,https://data.nsw.gov.au/data/dataset/nsw-bridge-register,2024-05-28,Sourced,Hawkesbury River M1 crossing; key Sydney to Newcastle corridor
NSW_BR_0144,Goulburn River Bridge,Mid-Western Regional Council,Central West,NSW,Golden Highway,A43,Transport for NSW,Transport for NSW,Fair,6,Unrestricted,Steel Plate Girder,Steel,5,62,198,9,4,2,-32.319,150.048,true,false,NSW Gazette 2016-074,6200,true,true,Medium,1,Transport for NSW Open Data,https://data.nsw.gov.au/data/dataset/nsw-bridge-register,2023-12-12,Sourced,Goulburn River; Golden Highway freight route
NSW_BR_0145,Merriwa Bridge,Upper Hunter Shire Council,Hunter,NSW,Golden Highway,A43,Transport for NSW,Transport for NSW,Good,7,Unrestricted,Concrete Slab,Concrete,4.8,26,78,10,3,2,-32.144,150.354,true,false,,4800,true,false,Low,1,Transport for NSW Open Data,https://data.nsw.gov.au/data/dataset/nsw-bridge-register,2023-12-02,Sourced,Merriwa River; Upper Hunter; grazing country
NSW_BR_0146,Dunedoo Bridge,Warrumbungle Shire Council,Central West,NSW,Castlereagh Highway,A33,Transport for NSW,Transport for NSW,Fair,5,Posted,Steel Plate Girder,Steel,4.6,44,138,8,3,2,-32.013,149.386,false,false,NSW Gazette 2017-048,2900,false,false,Low,1,Transport for NSW Open Data,https://data.nsw.gov.au/data/dataset/nsw-bridge-register,2023-11-05,Sourced,Talbragar River; aging steel; posted for HML
NSW_BR_0147,Gulgong Bridge,Mid-Western Regional Council,Central West,NSW,Castlereagh Highway,A33,Transport for NSW,Transport for NSW,Good,7,Unrestricted,Concrete Slab,Concrete,4.8,24,72,10,3,2,-32.363,149.531,false,false,,4400,false,false,Low,1,NSW Spatial SEED,https://portal.seed.nsw.gov.au/SeedMap/,2023-10-14,Inferred,Cudgegong headwaters; gold mining heritage
NSW_BR_0148,Trundle Bridge,Parkes Shire Council,Central West,NSW,Bogan Gate Road,C287,Local Council,Local Council,Critical,2,Closed,Timber Girder,Timber,3.8,12,38,5,3,1,-32.928,147.707,false,false,NSW Gazette 2023-078,800,false,false,Low,1,NSW Spatial SEED,https://portal.seed.nsw.gov.au/SeedMap/,2024-03-05,Estimated,Critical condition; closed to traffic; emergency replacement funded
NSW_BR_0149,Peak Hill Bridge,Parkes Shire Council,Central West,NSW,Newell Highway,A39,Transport for NSW,Transport for NSW,Good,7,Unrestricted,Prestressed Concrete Girder,Concrete,5,40,122,10,3,2,-32.725,148.192,true,true,NSW Gazette 2018-061,5600,true,false,Low,1,Transport for NSW Open Data,https://data.nsw.gov.au/data/dataset/nsw-bridge-register,2023-12-22,Sourced,Newell Highway freight corridor; adequate condition
NSW_BR_0150,Tullamore Bridge,Narromine Shire Council,Central West,NSW,Newell Highway,A39,Transport for NSW,Transport for NSW,Fair,6,Unrestricted,Concrete Slab,Concrete,4.8,24,72,10,3,2,-32.645,148.013,true,false,,4100,true,false,Low,1,Transport for NSW Open Data,https://data.nsw.gov.au/data/dataset/nsw-bridge-register,2023-12-05,Sourced,Goobang Creek; Newell Highway; agricultural area
